Student_ID,Z_Name,Animal_Type,Animal_Category,Zootopia_District,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Fur_Color,Paw_Size,Tail_Length_cm,Stress_Level
983,Nangi Wolf,Polar Bear,Predator,Meadowlands,7.9,0.5,7.9,4.6,3.1,Spotted,Small,15,Moderate
984,Manchas Opossum,Polar Bear,Predator,Meadowlands,8.2,3.6,8.1,0.5,3.6,Golden,Extra Large,99,High
985,Nangi Dingo,Gazelle,Prey,Tundratown,6.5,0.8,9.5,4.6,2.6,Striped,Small,78,Moderate
986,Stu Leopard,Cheetah,Predator,Tundratown,5.9,3.0,7.4,1.4,6.3,Orange,Large,84,Low
987,Duke Bunny,Gazelle,Prey,Rainforest District,8.1,0.2,6.6,2.8,6.3,Black,Large,19,High
988,Priscilla Leopard,Giraffe,Prey,Savanna Central,6.0,3.1,7.1,3.4,4.4,Black,Small,82,Moderate
989,Hooves Yak,Elephant,Prey,Meadowlands,5.1,0.1,7.2,4.9,6.7,Spotted,Small,142,Low
990,Priscilla Weasel,Otter,Predator,Downtown,6.9,3.3,5.7,5.6,2.5,Striped,Large,78,High
991,Bonnie Armadillo,Rat,Prey,Downtown,8.8,3.8,8.4,1.1,1.9,Brown,Small,90,High
992,Bogo Elephant,Pig,Prey,Sahara Square,6.7,2.8,8.8,5.3,0.4,Brown,Extra Large,118,Moderate
993,Peter Leopard,Rat,Prey,Downtown,6.0,3.2,8.7,0.4,5.7,Golden,Large,33,Moderate
994,Nick Jackal,Polar Bear,Predator,Tundratown,6.5,3.9,8.2,3.9,1.5,Golden,Medium,16,Moderate
995,Bonnie Dog,Rabbit,Prey,Rainforest District,9.9,1.5,9.0,1.6,2.0,Grey,Small,67,High
996,Ranger Wilde,Otter,Predator,Downtown,9.7,0.9,,4.5,2.3,Spotted,Medium,45,High
997,Paws Rhino,Hippo,Prey,Rainforest District,7.0,2.4,7.2,4.5,2.9,White,Extra Large,141,Moderate
998,Peter Rabbit,Jaguar,Predator,Rainforest District,5.8,1.4,7.0,0.3,9.5,Striped,Medium,146,Low
999,Gideon Panther,Giraffe,Prey,Downtown,7.9,3.5,5.8,3.6,3.2,Orange,Extra Large,140,High
1000,Mayor Hopps,Hyena,Predator,,8.5,1.6,7.5,0.0,6.4,Spotted,Large,1,High
1001,Hooves Opossum,Rabbit,Prey,Savanna Central,8.5,,5.2,2.2,5.5,Striped,Extra Large,19,High
1002,Yax Pig,Sloth,Prey,Rainforest District,7.5,3.6,8.6,2.5,1.8,Brown,Extra Large,121,Moderate
1003,Pronk Hyena,Hippo,Prey,Rainforest District,9.0,3.5,7.3,2.0,2.2,White,Medium,133,High
1004,Fluffy Puma,Moose,Prey,Savanna Central,8.5,0.3,9.3,2.8,3.1,White,Large,50,High
1005,Tail Mouse,Leopard,Predator,Rainforest District,5.3,2.2,7.1,5.3,4.1,Golden,Medium,38,Low
1006,Judy Hedgehog,Hyena,Predator,Savanna Central,7.8,0.2,9.9,3.1,3.0,Orange,Large,66,Moderate
1007,Pronk Ocelot,Weasel,Predator,Sahara Square,6.5,1.9,9.3,1.8,4.5,Grey,Small,108,Moderate
1008,Duke Wilde,Leopard,Predator,Rainforest District,6.5,3.1,7.4,1.4,5.6,Brown,Medium,54,Moderate
1009,Raymond Hyena,Rhino,Prey,Tundratown,5.8,1.3,9.7,2.1,5.1,Brown,Medium,14,Low
1010,Mayor Dingo,Elephant,Prey,Tundratown,5.9,3.6,7.3,4.3,2.9,White,Extra Large,81,Low
1011,,Sloth,Prey,Sahara Square,9.9,0.2,5.5,4.3,4.1,Brown,Small,19,High
1012,Mayor Raccoon,Cheetah,Predator,Downtown,5.2,0.1,8.9,0.8,9.0,Black,Extra Large,69,Low
1013,Jerry Panther,Zebra,Prey,Downtown,7.3,2.4,7.1,0.2,7.0,Striped,Extra Large,40,Moderate
1014,Mayor Dog,Gazelle,Prey,Sahara Square,7.2,2.1,7.4,2.3,5.0,Brown,Medium,30,Moderate
1015,Sharla Lion,Elephant,Prey,Meadowlands,9.4,3.6,6.7,2.6,1.7,White,Medium,40,High
1016,Chief Wilde,Giraffe,Prey,Meadowlands,6.4,3.8,5.7,3.5,4.6,Orange,Small,7,High
1017,Lionheart Rat,Yak,Prey,Rainforest District,6.4,1.1,7.0,6.0,3.5,,Medium,78,Moderate
1018,Raymond Baboon,Jaguar,Predator,Rainforest District,5.4,0.6,7.2,3.1,7.7,Black,Medium,28,Low
1019,Agent Tiger,Polar Bear,Predator,Rainforest District,6.3,1.3,5.4,1.8,9.2,,Extra Large,104,High
1020,Bucky Hopps,Leopard,Predator,Meadowlands,9.5,0.0,9.1,5.1,0.3,Brown,Medium,26,High
1021,Madge Sheep,Jaguar,Predator,Rainforest District,5.5,0.6,9.8,3.2,4.9,Striped,Medium,6,Low
1022,Bogo Rabbit,Sheep,Prey,Sahara Square,8.7,4.0,6.4,2.6,2.3,Orange,Small,83,High
1023,Frantic Armadillo,Lion,Predator,Sahara Square,7.7,1.6,5.8,5.9,3.0,Black,Large,111,High
1024,Fuzzy Badger,Hamster,Prey,,8.0,0.9,7.7,4.2,3.2,,Large,4,Moderate
1025,Madge Raccoon,Hedgehog,Prey,Sahara Square,7.6,4.0,8.1,1.6,2.7,Orange,Medium,40,Moderate
1026,Doug Coyote,Otter,Predator,,6.9,1.4,7.2,4.7,3.8,Striped,Extra Large,71,Moderate
1027,Doug Bunny,Gazelle,Prey,Savanna Central,7.4,3.2,7.9,1.9,3.6,Striped,Large,139,Moderate
1028,Hooves Baboon,Panther,Predator,Rainforest District,6.1,2.0,6.3,0.1,9.5,Orange,Large,3,Moderate
1029,Clawhauser Elephant,Fox,Predator,Tundratown,8.2,2.0,7.2,5.8,0.8,,Small,99,High
1030,Gazelle Puma,Weasel,Predator,Tundratown,5.7,2.3,9.3,3.5,3.2,Black,Medium,117,Low
1031,Doug Jaguar,Hippo,Prey,Rainforest District,8.6,1.5,5.5,2.7,5.7,Golden,Medium,89,High
1032,Stu Skunk,Hamster,Prey,Meadowlands,6.2,,9.8,1.0,3.1,Grey,Large,13,Moderate
1033,Nangi Mouse,Hamster,Prey,Tundratown,6.7,3.6,9.8,1.7,2.2,Striped,Large,123,Moderate
1034,Priscilla Elephant,Gazelle,Prey,Tundratown,8.4,1.1,8.7,0.3,5.5,Spotted,Medium,131,High
1035,Emmitt Baboon,Sheep,Prey,,5.2,,6.8,1.9,8.6,Black,Extra Large,104,Low
1036,Dash Cheetah,Hyena,Predator,Savanna Central,6.0,1.2,9.9,2.5,4.4,Orange,Medium,71,Moderate
1037,Madge Lion,Panther,Predator,Rainforest District,7.2,2.3,9.9,1.1,3.5,Spotted,Extra Large,48,Moderate
1038,Sparky Macaque,Polar Bear,Predator,,8.0,0.4,8.4,0.4,6.8,White,Extra Large,25,Moderate
1039,Nick Jaguar,Jaguar,Predator,,8.0,3.0,6.1,5.0,1.9,Golden,Extra Large,75,Moderate
1040,Chief Jaguar,Otter,Predator,Savanna Central,5.7,3.8,5.4,1.2,7.9,Golden,Extra Large,54,High
1041,Paws Tiger,Rabbit,Prey,Sahara Square,6.7,2.5,7.7,0.8,6.3,,Extra Large,52,Moderate
1042,Claws Cougar,Hamster,Prey,Sahara Square,6.1,1.6,8.5,1.3,6.5,White,Medium,23,Moderate
1043,Mayor Macaque,Yak,Prey,Sahara Square,6.8,1.6,9.9,5.4,0.3,Orange,Extra Large,102,Moderate
1044,Doug Panther,Otter,Predator,Rainforest District,5.3,1.3,6.3,3.0,8.1,,Extra Large,38,Low
1045,Snout Raccoon,Elephant,Prey,Rainforest District,8.9,3.4,9.2,0.9,1.6,Grey,Medium,131,High
1046,Stu Lynx,Hippo,Prey,Savanna Central,5.3,2.8,5.0,2.5,8.4,Brown,Large,87,High
1047,Jerry Cheetah,Moose,Prey,Meadowlands,6.6,2.8,8.8,1.8,4.0,Black,Small,120,Moderate
1048,Tail Sloth,Mouse,Prey,Sahara Square,7.2,2.9,8.5,5.3,0.1,Grey,Medium,4,Moderate
1049,Bucky Armadillo,Jaguar,Predator,Savanna Central,6.1,2.6,8.0,5.5,1.8,Brown,Small,9,Moderate
1050,,Weasel,Predator,Downtown,7.8,,7.4,2.0,5.7,Orange,Large,69,Moderate
1051,Sharla Armadillo,Giraffe,Prey,Downtown,7.9,3.6,7.8,3.0,1.7,Striped,Medium,86,Moderate
1052,Stu Armadillo,Yak,Prey,Tundratown,6.2,2.0,6.6,1.1,8.1,Brown,Large,42,Moderate
1053,Madge Lynx,Elephant,Prey,,7.5,1.3,6.3,2.8,6.1,Orange,Small,59,Moderate
1054,Lionheart Dog,Gazelle,Prey,Sahara Square,5.5,,9.0,4.6,1.8,Grey,Medium,146,Low
1055,Jerry Weasel,Moose,Prey,Sahara Square,5.6,2.6,9.2,3.5,3.1,Spotted,Large,124,Low
1056,Gary Beaver,Gazelle,Prey,Sahara Square,7.6,0.1,8.2,0.5,7.6,Orange,Small,79,Moderate
1057,Fabienne Jaguar,Elephant,Prey,Tundratown,7.2,1.2,7.7,0.8,7.1,Brown,Extra Large,39,Moderate
1058,Priscilla Mouse,Sloth,Prey,Savanna Central,5.8,0.4,5.7,5.3,6.8,Orange,Large,115,High
1059,Swift Hippo,Tiger,Predator,Savanna Central,7.6,,5.5,3.9,5.1,Spotted,Medium,20,High
1060,Koslov Cat,Gazelle,Prey,Tundratown,8.1,0.3,5.6,0.3,9.7,Spotted,Small,78,High
1061,Madge Wolf,Zebra,Prey,Tundratown,6.3,0.5,6.3,2.3,8.6,Striped,Medium,72,Moderate
1062,Finnick Hippo,Leopard,Predator,Downtown,9.2,2.8,5.6,4.4,2.0,Spotted,Medium,56,High
1063,Gideon Armadillo,Tiger,Predator,,6.4,,6.7,6.0,2.3,Black,Extra Large,107,Moderate
1064,,Panther,Predator,Downtown,9.7,0.1,8.5,4.1,1.6,Golden,Small,67,High
1065,Bellwether Pig,Gazelle,Prey,Sahara Square,9.2,3.9,9.9,0.1,0.9,Grey,Small,15,High
1066,Duke Chipmunk,Hippo,Prey,Sahara Square,,0.5,8.3,5.9,1.1,Grey,Small,37,High
1067,Bonnie Macaque,Elephant,Prey,Meadowlands,9.6,1.8,5.2,2.2,5.2,Black,Small,38,High
1068,Nangi Hyena,Tiger,Predator,,7.3,,,2.8,6.6,Golden,Extra Large,25,Moderate
1069,Swift Otter,Hippo,Prey,Tundratown,9.6,2.6,6.6,2.7,2.5,White,Medium,138,High
1070,Swift Macaque,Moose,Prey,Savanna Central,6.8,,8.3,,1.9,Golden,Large,117,Moderate
1071,,Lion,Predator,Rainforest District,6.3,1.3,5.6,3.9,6.9,Striped,Large,35,High
1072,Fabienne Beaver,Rhino,Prey,Meadowlands,9.3,3.6,7.2,1.8,2.1,White,Medium,26,High
1073,Peter Armadillo,Lion,Predator,Downtown,5.4,,9.1,1.5,5.3,White,Small,24,Low
1074,Yax Beaver,Yak,Prey,,9.4,1.0,7.8,1.1,4.7,White,Medium,102,High
1075,,Hedgehog,Prey,Savanna Central,5.5,3.6,9.1,4.4,1.4,Black,Extra Large,45,Low
1076,Paws Lynx,Wolf,Predator,Savanna Central,7.7,0.4,8.8,3.5,3.6,Black,Large,136,Moderate
1077,Kevin Cougar,Yak,Prey,Meadowlands,5.9,0.8,5.9,0.3,11.1,Orange,Large,139,High
1078,Officer Tiger,Mouse,Prey,Tundratown,5.1,0.2,7.9,4.9,5.9,Orange,Medium,126,Low
1080,Stu Cat,Giraffe,Prey,Sahara Square,8.7,2.7,6.0,2.1,4.5,Brown,Medium,148,High
1082,Emmitt Coyote,Sheep,Prey,Downtown,5.9,0.4,9.1,3.5,5.1,Black,Small,150,Low
1083,Claws Lynx,Panther,Predator,Downtown,8.1,3.1,8.5,3.6,0.7,Orange,Large,60,High
1085,Snout Dingo,Moose,Prey,Tundratown,7.9,0.7,8.6,1.1,5.7,Brown,Medium,56,Moderate
1086,Fuzzy Bunny,Otter,Predator,Savanna Central,9.6,0.8,5.7,4.6,3.3,Grey,Small,131,High
1087,Gazelle Rhino,Wolf,Predator,Savanna Central,7.5,3.6,5.7,3.9,3.3,Orange,Extra Large,104,High
1088,Nangi Hedgehog,Rat,Prey,Tundratown,8.4,2.4,8.8,1.4,3.0,Striped,Extra Large,70,High
1089,Duke Macaque,Panther,Predator,Meadowlands,7.2,1.6,9.9,1.5,3.8,Orange,Large,6,Moderate
1090,Priscilla Hedgehog,Fox,Predator,Downtown,7.8,1.0,9.6,1.5,4.1,Striped,Small,14,Moderate
1091,Duke Bear,Polar Bear,Predator,Downtown,9.5,0.4,8.3,5.3,0.5,Black,Medium,108,High
1092,Bonnie Hopps,Rhino,Prey,Downtown,8.4,1.2,5.9,1.8,6.7,Orange,Small,22,High
1093,Gareth Squirrel,Sloth,Prey,Rainforest District,5.5,0.6,5.5,2.5,9.9,Black,Medium,140,High
1094,Gareth Badger,Leopard,Predator,Rainforest District,5.7,2.6,6.0,0.6,9.1,Black,Extra Large,42,Low
1095,Whiskers Rat,Lion,Predator,Savanna Central,5.8,3.7,9.1,1.9,3.5,White,Large,129,Low
1096,Sharla Cat,Pig,Prey,Meadowlands,8.4,2.7,8.1,1.3,3.5,Spotted,Extra Large,55,High
1097,Nangi Yak,Moose,Prey,Downtown,5.2,1.8,9.5,,4.1,White,Medium,78,Low
1098,Bellwether Armadillo,Mouse,Prey,Savanna Central,8.4,3.9,,,0.6,Black,Small,19,High
1099,Paws Mouse,Pig,Prey,Savanna Central,6.2,3.2,5.5,4.7,4.4,Grey,Large,31,High
1100,Lionheart Beaver,Elephant,Prey,,8.2,1.7,7.2,1.9,5.0,White,Large,48,High
1101,Peter Lynx,Mouse,Prey,Rainforest District,8.8,,9.7,0.3,1.5,White,Large,34,High
1102,Priscilla Beaver,Elephant,Prey,Downtown,6.3,0.3,6.3,5.5,5.6,Grey,Small,111,Moderate
1103,Bellwether Puma,Fox,Predator,Savanna Central,8.2,2.9,6.3,4.3,2.3,Striped,Small,102,High
1104,Flash Hedgehog,Fox,Predator,Rainforest District,8.1,0.6,9.1,1.4,4.8,White,Small,150,High
1105,Officer Bunny,Hippo,Prey,Tundratown,8.3,1.6,8.0,0.6,5.5,Grey,Medium,62,High
1106,Ranger Dog,Hippo,Prey,Rainforest District,10.0,0.8,6.3,4.0,2.9,Orange,Extra Large,19,High
1107,Doug Armadillo,Sheep,Prey,Savanna Central,9.8,3.7,7.5,2.4,0.6,Striped,Small,123,High
1108,Priscilla Chipmunk,Fox,Predator,Meadowlands,6.4,3.3,6.9,0.5,6.9,White,Small,104,Moderate
1109,Gideon Macaque,Fox,Predator,,6.7,3.9,8.1,2.2,3.1,Orange,Extra Large,103,Moderate
1110,Manchas Bunny,Rhino,Prey,Rainforest District,5.4,0.2,5.6,3.5,9.3,White,Large,52,High
1111,Swift Rabbit,Gazelle,Prey,Sahara Square,9.6,2.0,9.2,1.4,1.8,Striped,Medium,77,High
1112,Ranger Wolf,Weasel,Predator,Savanna Central,5.9,1.4,8.2,0.4,8.1,Brown,Small,73,Low
1113,Koslov Opossum,Hippo,Prey,Meadowlands,,2.1,10.0,2.4,2.7,Spotted,Small,122,Moderate
1114,Raymond Hare,Hyena,Predator,Downtown,9.0,2.4,9.4,1.3,1.9,Black,Large,117,High
1115,Pronk Wilde,Fox,Predator,Meadowlands,8.0,2.5,7.1,0.9,5.5,White,Small,103,Moderate
1116,Hooves Lynx,Rhino,Prey,Rainforest District,6.1,2.9,6.6,3.0,5.4,Orange,Large,86,Moderate
1117,Gazelle Sheep,Yak,Prey,Savanna Central,5.8,3.8,9.3,4.4,0.7,Golden,Small,80,Low
1118,Sparky Opossum,Rat,Prey,Sahara Square,5.7,0.0,5.1,3.5,9.7,Orange,Large,138,High
1120,Fuzzy Yak,Sheep,Prey,Tundratown,8.7,0.9,9.1,3.1,2.2,Golden,Large,53,High
1121,Gary Fox,Zebra,Prey,Savanna Central,6.1,0.9,8.1,,3.9,Striped,Extra Large,135,Moderate
1122,Doug Hyena,Tiger,Predator,Rainforest District,9.3,2.7,7.2,2.3,2.5,Striped,Large,18,High
1123,Frantic Sheep,Cheetah,Predator,Tundratown,6.0,2.5,6.8,6.0,2.7,Black,Large,101,Moderate
1124,Kevin Panther,Cheetah,Predator,Tundratown,7.8,3.7,9.0,1.6,1.9,Spotted,Extra Large,135,Moderate
1125,Larry Shrew,Rhino,Prey,Savanna Central,8.6,2.3,7.5,1.1,4.5,Grey,Extra Large,77,High
1126,Fluffy Dingo,Panther,Predator,,9.6,1.3,9.8,1.8,1.5,,Small,23,High
1127,Doug Bear,Otter,Predator,Savanna Central,8.2,2.2,5.6,2.3,5.7,Black,Large,36,High
1128,Whiskers Beaver,Polar Bear,Predator,Meadowlands,7.2,3.1,6.1,1.0,6.6,Spotted,Medium,44,Moderate
1129,Swift Fox,Pig,Prey,,7.0,,8.6,2.0,2.7,White,Large,63,Moderate
1130,Raymond Rat,Rhino,Prey,Sahara Square,9.9,2.7,6.4,2.9,2.1,Orange,Large,57,High
1131,Ranger Beaver,Weasel,Predator,Meadowlands,5.5,3.9,5.9,3.9,4.8,Orange,Medium,126,High
1132,Hooves Hopps,Yak,Prey,Downtown,8.9,2.7,8.1,3.8,0.5,Brown,Extra Large,42,High
1133,Stu Porcupine,Leopard,Predator,Rainforest District,5.4,1.3,6.2,5.9,5.2,Grey,Small,23,Low
1134,Nick Chipmunk,Weasel,Predator,Tundratown,8.4,0.8,6.2,1.7,6.9,White,Extra Large,143,High
1135,,Zebra,Prey,Downtown,7.1,0.9,5.1,5.3,5.6,Golden,Medium,39,High
1136,Whiskers Otter,Rabbit,Prey,Rainforest District,6.7,0.0,8.4,5.0,3.9,Spotted,Extra Large,42,Moderate
1137,Larry Hyena,Wolf,Predator,Rainforest District,5.7,0.6,9.0,3.7,5.0,Black,Large,148,Low
1138,Larry Beaver,Leopard,Predator,Tundratown,6.5,1.5,8.8,,2.3,Brown,Extra Large,148,Moderate
1139,Frantic Puma,Rabbit,Prey,,7.0,,7.0,4.6,1.6,White,Extra Large,109,Moderate
1140,Bucky Cat,Sloth,Prey,Meadowlands,9.5,0.3,9.7,3.7,0.8,Grey,Large,133,High
1141,Gazelle Weasel,Hamster,Prey,Sahara Square,9.0,0.8,9.0,4.4,0.8,Brown,Large,38,High
1142,Koslov Hippo,Otter,Predator,,5.2,0.6,7.7,3.5,7.0,Striped,Small,61,Low
1143,Claws Jackal,Rat,Prey,Savanna Central,8.2,0.1,9.8,0.3,5.6,Black,Large,114,High
1144,Dash Coyote,Otter,Predator,Meadowlands,8.3,3.3,5.1,,4.0,Spotted,Medium,88,High
1145,Paws Pig,Hyena,Predator,Meadowlands,7.3,2.0,5.4,4.1,5.2,Grey,Medium,149,High
1146,Peter Otter,Mouse,Prey,Sahara Square,7.4,0.6,8.2,1.0,6.8,Golden,Medium,79,Moderate
1147,,Yak,Prey,Savanna Central,9.4,2.5,5.8,5.8,0.5,Black,Small,25,High
1148,Madge Beaver,Hedgehog,Prey,Tundratown,8.1,1.0,9.0,4.8,1.1,Black,Large,36,High
1149,Sharla Wilde,Wolf,Predator,Tundratown,9.9,2.0,7.3,3.6,1.2,Striped,Small,65,High
1150,Clawhauser Sheep,Moose,Prey,Rainforest District,7.7,0.4,7.1,5.1,3.7,Golden,Extra Large,39,Moderate
1151,Jerry Lynx,Hedgehog,Prey,Rainforest District,9.3,0.4,5.5,1.6,7.2,Brown,Large,34,High
1152,Paws Yak,Moose,Prey,Downtown,8.1,1.4,8.9,1.3,4.3,Spotted,Medium,148,High
1153,Judy Jackal,Giraffe,Prey,Tundratown,8.2,0.9,8.6,5.2,1.1,Striped,Medium,109,High
1154,Bellwether Opossum,Lion,Predator,Tundratown,7.1,0.6,8.5,4.6,3.2,Striped,Medium,23,Moderate
1155,,Wolf,Predator,Savanna Central,5.5,2.0,9.1,5.6,1.8,Orange,Medium,46,Low
1156,Bucky Beaver,Rabbit,Prey,,7.7,1.6,9.2,2.7,2.8,Striped,Large,38,Moderate
1157,Gazelle Hippo,Rabbit,Prey,Sahara Square,7.4,2.0,9.2,4.5,0.9,Golden,Medium,23,Moderate
1158,Manchas Bear,Rabbit,Prey,Sahara Square,7.5,2.3,6.2,4.8,3.2,Spotted,Extra Large,45,Moderate
1159,Madge Rhino,Hippo,Prey,,7.4,,,1.4,8.4,Orange,Small,64,High
1160,,Elephant,Prey,Tundratown,5.8,1.8,6.5,0.2,9.7,Brown,Small,41,Low
1161,Doug Skunk,Lion,Predator,Rainforest District,6.6,2.2,7.8,2.1,5.3,Black,Small,130,Moderate
1162,Snout Jaguar,Moose,Prey,,6.9,,6.2,2.7,7.2,Black,Medium,113,Moderate
1163,Tail Otter,Fox,Predator,Rainforest District,8.8,0.8,8.5,0.1,5.8,Grey,Small,40,High
1164,Bucky Hyena,Rat,Prey,Tundratown,6.7,2.3,6.0,4.5,4.5,Brown,Large,146,Moderate
1165,Emmitt Otter,Tiger,Predator,Sahara Square,5.3,3.4,6.0,5.2,4.1,Orange,Extra Large,67,Low
1166,Doug Shrew,Wolf,Predator,Rainforest District,6.6,3.6,5.6,1.1,7.1,Spotted,Small,125,High
1167,Dash Ocelot,Elephant,Prey,Sahara Square,7.5,0.3,6.0,5.7,4.5,Golden,Medium,116,Moderate
1168,Fuzzy Chipmunk,Hedgehog,Prey,Downtown,9.6,2.2,6.3,4.1,1.8,Grey,Large,113,High
1169,,Sheep,Prey,Rainforest District,8.3,4.0,6.3,3.6,1.8,Spotted,Small,128,High
1170,Swift Bunny,Moose,Prey,Tundratown,7.5,1.2,5.8,1.7,7.8,Brown,Large,142,High
1171,Chief Opossum,Zebra,Prey,Sahara Square,6.9,3.0,7.7,0.5,5.9,Spotted,Small,57,Moderate
1172,Kevin Otter,Jaguar,Predator,,8.2,3.2,7.3,1.9,3.4,Golden,Medium,145,High
1173,Nick Yak,Hamster,Prey,Tundratown,5.5,3.5,8.9,1.0,5.1,Grey,Extra Large,56,Low
1174,Fabienne Elephant,Hedgehog,Prey,Sahara Square,8.1,3.8,7.9,2.3,1.9,Golden,Extra Large,7,High
1175,Mayor Rabbit,Cheetah,Predator,Savanna Central,5.3,0.3,5.9,0.2,12.3,Golden,Medium,124,High
1176,Swift Hopps,Rhino,Prey,Downtown,5.7,3.3,5.8,1.8,7.4,,Small,140,High
1177,Hooves Hippo,Lion,Predator,Sahara Square,6.2,1.5,6.3,2.9,7.1,Brown,Medium,61,Moderate
1178,Duke Squirrel,Otter,Predator,Meadowlands,5.3,0.6,5.3,3.8,9.0,White,Large,89,High
1179,Dash Sheep,Polar Bear,Predator,Rainforest District,5.3,3.3,7.6,3.2,4.6,Black,Medium,124,Low
1181,Bonnie Squirrel,Rat,Prey,Sahara Square,5.6,3.9,5.1,4.8,4.6,Spotted,Extra Large,38,High
1182,Clawhauser Wilde,Hamster,Prey,Tundratown,5.7,0.6,8.5,3.9,5.3,Golden,Extra Large,69,Low
1183,Fabienne Macaque,Elephant,Prey,Meadowlands,8.9,3.7,8.5,0.5,2.4,Striped,Large,49,High
1184,Manchas Beaver,Weasel,Predator,Sahara Square,6.0,0.3,8.5,2.4,6.8,White,Small,21,Moderate
1185,Sharla Otter,Lion,Predator,Rainforest District,9.6,2.6,5.5,5.7,0.6,Orange,Small,63,High
1186,Gazelle Beaver,Wolf,Predator,Rainforest District,7.0,0.2,7.5,0.7,8.6,Striped,Small,141,Moderate
1187,FruFru Tiger,Mouse,Prey,Tundratown,7.0,1.4,8.9,4.8,1.9,Brown,Extra Large,55,Moderate
1188,Paws Skunk,Weasel,Predator,Meadowlands,6.9,0.6,9.0,4.2,3.3,Grey,Extra Large,46,Moderate
1189,Fluffy Porcupine,Hippo,Prey,Savanna Central,6.0,1.5,5.5,3.8,7.2,Golden,Large,58,High
1190,Doug Elephant,Hamster,Prey,Sahara Square,7.9,3.6,7.8,0.8,3.9,Brown,Extra Large,14,Moderate
1191,Flash Elephant,Mouse,Prey,Downtown,6.9,3.4,8.2,3.6,1.9,Black,Medium,137,Moderate
1192,FruFru Hopps,Lion,Predator,Downtown,8.8,2.4,5.8,4.8,2.2,Orange,Medium,94,High
1193,Dash Hyena,Tiger,Predator,Savanna Central,8.6,0.3,7.3,1.0,6.8,Grey,Large,125,High
1194,Larry Badger,Hedgehog,Prey,Savanna Central,8.1,2.7,9.2,0.9,3.1,Orange,Medium,137,High
1195,Bonnie Coyote,Jaguar,Predator,Sahara Square,5.6,3.4,5.8,5.8,3.4,Brown,Large,37,High
1196,Bellwether Baboon,Fox,Predator,Meadowlands,9.9,0.4,6.5,3.8,3.4,Striped,Large,115,High
1197,Gideon Hopps,Polar Bear,Predator,Downtown,6.8,3.7,5.3,3.3,4.9,Striped,Extra Large,99,High
1198,Frantic Leopard,Hamster,Prey,Sahara Square,6.3,1.5,9.2,1.2,5.8,Spotted,Medium,93,Moderate
1199,Koslov Pig,Panther,Predator,Meadowlands,9.1,2.3,8.8,2.7,1.1,Spotted,Small,39,High
1200,Agent Ocelot,Giraffe,Prey,Tundratown,9.3,1.7,9.8,1.4,1.8,White,Small,84,High
1201,Lionheart Pig,Yak,Prey,Meadowlands,5.7,1.6,9.8,1.9,5.0,Golden,Extra Large,146,Low
1202,Gazelle Baboon,Rat,Prey,Meadowlands,8.6,,8.9,2.3,3.0,Black,Large,36,High
1203,Koslov Chipmunk,Yak,Prey,Downtown,7.4,3.1,6.9,2.7,3.9,Grey,Extra Large,133,Moderate
1204,Bogo Weasel,Rabbit,Prey,Savanna Central,7.6,3.2,6.8,3.1,3.3,Black,Extra Large,41,Moderate
1205,Fluffy Cat,Wolf,Predator,Sahara Square,8.4,1.1,6.4,5.6,2.5,Golden,Extra Large,8,High
1206,,Hyena,Predator,Downtown,8.2,0.1,8.1,3.1,4.5,,Extra Large,127,High
1207,Fabienne Moose,Tiger,Predator,Tundratown,7.7,1.4,5.4,1.2,8.3,Spotted,Extra Large,128,High
1208,Yax Skunk,Hamster,Prey,Rainforest District,7.3,0.2,5.2,4.3,7.0,Brown,Medium,21,High
1209,Priscilla Moose,Otter,Predator,Downtown,7.7,2.0,6.2,4.5,3.6,Orange,Large,41,Moderate
1210,Raymond Raccoon,Hamster,Prey,Meadowlands,7.3,1.1,6.2,3.9,5.5,Spotted,Small,21,Moderate
1211,Bellwether Skunk,Yak,Prey,Rainforest District,8.3,3.3,7.1,0.4,4.9,Orange,Medium,132,High
1212,Yax Jaguar,Hedgehog,Prey,Downtown,5.0,2.1,5.2,3.4,8.3,Black,Large,35,High
1213,Sharla Raccoon,Rabbit,Prey,Rainforest District,9.6,3.9,7.7,1.3,1.5,Grey,Small,42,High
1214,Gideon Mouse,Mouse,Prey,Rainforest District,5.3,1.9,,2.8,7.8,Striped,Medium,106,Low
1215,Ranger Pig,Hippo,Prey,,7.3,2.3,6.8,1.0,6.6,Orange,Medium,56,Moderate
1216,Dash Macaque,Jaguar,Predator,Sahara Square,8.3,1.4,9.7,4.2,0.4,Striped,Extra Large,5,High
1217,Judy Moose,Rabbit,Prey,Rainforest District,6.0,0.2,8.7,5.0,4.1,Black,Large,84,Moderate
1218,Fluffy Rabbit,Giraffe,Prey,Rainforest District,5.1,1.0,7.3,3.8,6.8,Golden,Extra Large,142,Low
1219,Nangi Dog,Gazelle,Prey,Sahara Square,7.8,3.0,6.4,3.4,3.4,Orange,Small,104,Moderate
1220,Kevin Moose,Panther,Predator,Savanna Central,8.8,2.8,10.0,0.7,1.7,Golden,Small,31,High
1221,Gazelle Yak,Zebra,Prey,Downtown,7.5,1.3,7.2,5.1,2.9,Brown,Medium,121,Moderate
